name,cfp-Bplaces,cfp-Btransitions,cfp-Barcs,cfp-Aplaces,cfp-Atransitions,cfp-Aarcs,cfp-unfoldingtime,colorfixedpoint,mcc-Aplaces,mcc-Atransitions,mcc-Aarcs,mcc-unfoldingtime,size_ratio,unfolding_ratio
Sudoku-COL-AN02,4.0,1.0,4.0,20.0,8.0,32.0,7.728571428571429e-05,7.435714285714286e-05,20,8,32,0.012000000000000002,1.0,0.012636904761904759
LamportFastMutEx-COL-3,18.0,17.0,68.0,71.0,114.0,480.0,0.00054375,0.0012755,100,156,664,0.126,0.72265625,0.014438492063492063
Sudoku-COL-AN04,4.0,1.0,4.0,112.0,64.0,256.0,0.0003635384615384615,7.130769230769231e-05,112,64,256,0.030000000000000002,1.0,0.014494871794871791
CSRepetitions-COL-05,6.0,5.0,15.0,206.0,325.0,1175.0,0.0010673999999999998,6.95e-05,206,325,1175,0.07233333333333333,1.0,0.015717511520737325
Referendum-COL-0020,4.0,3.0,6.0,61.0,41.0,101.0,0.00013993333333333334,3.453333333333334e-05,61,41,101,0.011000000000000001,1.0,0.015860606060606058
SharedMemory-COL-000010,6.0,5.0,16.0,141.0,220.0,840.0,0.0007668888888888889,7.822222222222223e-05,141,220,840,0.05033333333333334,1.0,0.01679028697571744
SafeBus-COL-80,20.0,14.0,68.0,13766.0,550801.0,4308564.0,2.6468833333333333,0.5196827777777778,13766,550801,4308564,161.049,1.0,0.019662128365349123
DatabaseWithMutex-COL-10,11.0,8.0,22.0,830.0,800.0,3800.0,0.0038016363636363642,0.0002753636363636363,830,800,3800,0.19400000000000003,1.0,0.021015463917525772
Sudoku-COL-BN04,5.0,1.0,5.0,128.0,64.0,320.0,0.0006184444444444445,0.00044655555555555556,128,64,320,0.04700000000000001,1.0,0.022659574468085104
AirplaneLD-COL-0500,20.0,15.0,56.0,3519.0,4008.0,15278.0,0.011937687500000002,0.00015568750000000004,3519,4008,15278,0.45766666666666667,1.0,0.02642398033503278
Sudoku-COL-AN01,4.0,1.0,4.0,4.0,1.0,4.0,2.978571428571429e-05,6.771428571428571e-05,4,1,4,0.0033333333333333335,1.0,0.029249999999999998
SafeBus-COL-50,20.0,14.0,68.0,5606.0,140251.0,1083354.0,0.6492884000000001,0.1357688,5606,140251,1083354,25.11866666666667,1.0,0.031253935983863265
Sudoku-COL-BN16,5.0,1.0,5.0,5120.0,4096.0,20480.0,0.4679850833333333,0.008439,5120,4096,20480,13.995,1.0,0.03404244968441109
Referendum-COL-0100,4.0,3.0,6.0,301.0,201.0,501.0,0.0005555,3.233333333333333e-05,301,201,501,0.016333333333333335,1.0,0.035989795918367345
Sudoku-COL-AN03,4.0,1.0,4.0,54.0,27.0,108.0,0.00018250000000000002,7.199999999999999e-05,54,27,108,0.007000000000000002,1.0,0.036357142857142845
CSRepetitions-COL-07,6.0,5.0,15.0,498.0,833.0,3087.0,0.002684625,6.825e-05,498,833,3087,0.07366666666666667,1.0,0.037369343891402715
NeoElection-COL-2,18.0,22.0,98.0,41.0,21.0,89.0,0.00030981818181818183,0.0012632727272727275,438,375,2106,0.041666666666666664,0.07626076260762607,0.037754181818181826
SafeBus-COL-03,20.0,14.0,68.0,60.0,97.0,568.0,0.0005136153846153845,0.0005195384615384617,60,97,568,0.026,1.0,0.03973668639053255
Sudoku-COL-AN05,4.0,1.0,4.0,200.0,125.0,500.0,0.0006680666666666667,6.620000000000001e-05,200,125,500,0.018000000000000002,1.0,0.04079259259259259
Sudoku-COL-BN09,5.0,1.0,5.0,1053.0,729.0,3645.0,0.020704181818181813,0.0022689999999999997,1053,729,3645,0.519,1.0,0.044264319495533354
AirplaneLD-COL-1000,20.0,15.0,56.0,7019.0,8008.0,30528.0,0.02470675,0.00015612500000000001,7019,8008,30528,0.4843333333333333,1.0,0.05133422229869237
LamportFastMutEx-COL-2,18.0,17.0,68.0,44.0,62.0,256.0,0.0003435,0.0006909374999999999,69,96,402,0.01966666666666667,0.6424242424242425,0.05259851694915253
Philosophers-COL-000020,5.0,5.0,15.0,100.0,100.0,320.0,0.00032027272727272726,7.209090909090907e-05,100,100,320,0.006666666666666667,1.0,0.058854545454545444
Referendum-COL-0200,4.0,3.0,6.0,601.0,401.0,1001.0,0.001062,3.5e-05,601,401,1001,0.017333333333333336,1.0,0.06328846153846153
DotAndBoxes-COL-2,8.0,8.0,44.0,54.0,64.0,576.0,0.0007313333333333334,0.0036844444444444446,66,164,1616,0.06133333333333333,0.5130434782608696,0.07199637681159421
SafeBus-COL-20,20.0,14.0,68.0,1046.0,10501.0,77544.0,0.04421873333333334,0.011737133333333333,1046,10501,77544,0.7696666666666666,1.0,0.07270142919012561
Philosophers-COL-000005,5.0,5.0,15.0,25.0,25.0,80.0,0.0001075,7.583333333333334e-05,25,25,80,0.0023333333333333335,1.0,0.07857142857142857
SafeBus-COL-15,20.0,14.0,68.0,636.0,4801.0,34684.0,0.01971375,0.006338125,636,4801,34684,0.33066666666666666,1.0,0.07878591229838709
SharedMemory-COL-000020,6.0,5.0,16.0,481.0,840.0,3280.0,0.0027322857142857144,7.700000000000001e-05,481,840,3280,0.03366666666666667,1.0,0.08344413012729843
Philosophers-COL-000010,5.0,5.0,15.0,50.0,50.0,160.0,0.00017555555555555556,6.955555555555555e-05,50,50,160,0.0026666666666666666,1.0,0.09191666666666666
FamilyReunion-COL-L00020M0002C001P001G001,104.0,66.0,198.0,3271.0,2753.0,8446.0,0.009861545454545454,0.0005877272727272728,3292,2753,8446,0.11166666666666665,0.9965260545905708,0.09357557666214383
DatabaseWithMutex-COL-20,11.0,8.0,22.0,3260.0,3200.0,23200.0,0.020693428571428567,0.00047614285714285716,3260,3200,23200,0.22533333333333336,1.0,0.09394780219780216
CSRepetitions-COL-10,6.0,5.0,15.0,1311.0,2300.0,8700.0,0.007264181818181819,6.172727272727273e-05,1311,2300,8700,0.077,1.0,0.09514167650531287
NeoElection-COL-3,18.0,22.0,98.0,84.0,60.0,300.0,0.0006390833333333333,0.003902583333333333,972,1048,6032,0.046000000000000006,0.07128712871287128,0.098731884057971
QuasiCertifProtocol-COL-02,30.0,26.0,77.0,86.0,56.0,223.0,0.0003014285714285714,0.00033585714285714284,86,56,223,0.006333333333333333,1.0,0.10062406015037594
PhilosophersDyn-COL-03,8.0,7.0,33.0,30.0,84.0,564.0,0.0004870000000000001,0.00021128571428571428,30,84,564,0.006666666666666667,1.0,0.10474285714285714
Philosophers-COL-000050,5.0,5.0,15.0,250.0,250.0,800.0,0.0007206,6.96e-05,250,250,800,0.007333333333333333,1.0,0.10775454545454545
AirplaneLD-COL-2000,20.0,15.0,56.0,14019.0,16008.0,61028.0,0.05781529999999999,0.0001688,14019,16008,61028,0.5256666666666666,1.0,0.11030583386176283
SharedMemory-COL-000005,6.0,5.0,16.0,46.0,60.0,220.0,0.0002481818181818182,8.572727272727272e-05,46,60,220,0.0030000000000000005,1.0,0.11130303030303028
Philosophers-COL-000100,5.0,5.0,15.0,500.0,500.0,1600.0,0.0014047777777777778,6.866666666666665e-05,500,500,1600,0.012666666666666668,1.0,0.11632456140350876
Sudoku-COL-AN08,4.0,1.0,4.0,704.0,512.0,2048.0,0.0025206,7.3e-05,704,512,2048,0.01833333333333333,1.0,0.14146909090909093
PermAdmissibility-COL-01,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022872857142857144,0.0020397142857142858,208,1024,5984,0.030333333333333337,0.6168831168831169,0.14264835164835163
Sudoku-COL-AN09,4.0,1.0,4.0,972.0,729.0,2916.0,0.0035130000000000005,6.31764705882353e-05,972,729,2916,0.025000000000000005,1.0,0.14304705882352942
PermAdmissibility-COL-20,40.0,16.0,83.0,168.0,592.0,3456.0,0.0022822000000000003,0.002876266666666667,208,1024,5984,0.035333333333333335,0.6168831168831169,0.1459943396226415
SafeBus-COL-10,20.0,14.0,68.0,326.0,1651.0,11474.0,0.0068168333333333345,0.0023833333333333332,326,1651,11474,0.056999999999999995,1.0,0.16140643274853803
PolyORBLF-COL-S02J04T06,81.0,65.0,254.0,476.0,920.0,4242.0,0.003830214285714286,0.0021037142857142856,476,920,4242,0.035,1.0,0.16954081632653062
